model;year;transmission;mileage;fuelType;tax;mpg;engineSize;class
 Q3;2017;Semi-Auto;6223;Petrol;145;47.9;1.4;D
 Q3;2017;Automatic;25000;Petrol;145;42.8;2.0;D
 A3;2019;Automatic;5979;Petrol;145;42.2;1.5;D
 TT;2017;Automatic;25000;Petrol;205;42.8;2.0;D
 Q2;2019;Semi-Auto;10025;Diesel;145;47.9;1.6;D
 A1;2019;Automatic;2801;Petrol;145;47.1;1.0;D
 Q5;2016;Manual;24490;Diesel;200;47.9;2.0;D
 Q2;2019;Manual;8345;Diesel;145;47.9;1.6;D
 A3;2019;Manual;4555;Diesel;145;52.3;1.6;D
 A4;2017;Semi-Auto;13611;Petrol;145;50.4;1.4;D
 A3;2018;Semi-Auto;10413;Diesel;145;62.8;2.0;D
 A4;2018;Manual;25208;Petrol;145;48.7;1.4;D
 Q2;2019;Manual;5880;Diesel;145;49.6;1.6;D
 Q3;2018;Manual;9600;Diesel;145;56.5;2.0;D
 Q2;2019;Manual;84;Diesel;145;49.6;1.6;D
 Q5;2016;Automatic;40112;Diesel;200;47.1;2.0;D
 Q2;2019;Manual;2445;Diesel;145;49.6;1.6;D
 Q2;2018;Automatic;4000;Petrol;150;54.3;1.4;D
 A6;2017;Semi-Auto;33000;Diesel;150;61.4;2.0;D
 A3;2017;Manual;12650;Petrol;145;54.3;1.5;D
 A3;2019;Manual;5262;Diesel;150;52.3;1.6;D
 Q2;2019;Manual;2000;Diesel;145;49.6;1.6;D
 A1;2020;Manual;1500;Petrol;145;47.9;1.0;D
 A3;2018;Manual;6940;Petrol;145;54.3;1.5;D
 Q2;2019;Manual;333;Petrol;145;47.1;1.0;D
 Q5;2016;Semi-Auto;41581;Diesel;205;47.1;2.0;D
 A3;2019;Automatic;8176;Diesel;145;52.3;1.6;D
 Q2;2018;Manual;11088;Petrol;145;50.4;1.4;D
 A3;2019;Semi-Auto;12930;Petrol;145;42.2;1.5;D
 Q2;2017;Semi-Auto;14703;Petrol;150;52.3;1.4;D
 Q2;2018;Semi-Auto;15300;Petrol;145;54.3;1.4;D
 Q3;2017;Manual;13500;Diesel;145;56.5;2.0;D
 A3;2019;Manual;6922;Diesel;145;51.4;1.6;D
 A4;2017;Automatic;17774;Petrol;145;52.3;2.0;D
 Q5;2016;Semi-Auto;30530;Diesel;200;47.1;2.0;D
 A3;2016;Manual;10750;Diesel;30;64.2;2.0;D
 A4;2017;Manual;15724;Diesel;150;67.3;2.0;D
 A4;2017;Manual;15800;Petrol;145;48.7;1.4;D
 A4;2017;Semi-Auto;16508;Petrol;145;49.6;1.4;D
 Q3;2017;Semi-Auto;22000;Petrol;145;47.9;1.4;D
 A3;2015;Semi-Auto;32600;Petrol;205;40.9;2.0;D
 TT;2016;Semi-Auto;34890;Petrol;205;42.8;2.0;D
 A1;2019;Automatic;5756;Petrol;150;47.1;1.0;D
 A4;2019;Semi-Auto;10809;Diesel;145;51.4;2.0;D
 A4;2018;Semi-Auto;8684;Petrol;145;50.4;1.4;D
 A4;2018;Semi-Auto;8022;Petrol;145;50.4;1.4;D
 A4;2016;Semi-Auto;27800;Diesel;125;58.9;3.0;D
 Q2;2019;Manual;3198;Diesel;145;49.6;1.6;D
 A1;2019;Semi-Auto;3701;Petrol;150;40.9;2.0;D
 Q3;2017;Semi-Auto;28450;Petrol;145;47.9;1.4;D
 Q2;2017;Semi-Auto;22216;Petrol;150;54.3;1.4;D
 Q2;2017;Semi-Auto;8500;Petrol;150;54.3;1.4;D
 Q3;2016;Semi-Auto;28454;Diesel;150;51.4;2.0;D
 A4;2017;Semi-Auto;28036;Diesel;30;64.2;3.0;D
 A4;2018;Manual;13412;Petrol;145;51.4;1.4;D
 Q2;2019;Manual;6500;Petrol;150;45.6;1.0;D
 A4;2018;Manual;14544;Petrol;150;48.7;1.4;D
 Q3;2016;Manual;20719;Diesel;160;49.6;2.0;D
 S3;2016;Semi-Auto;42000;Petrol;160;43.5;2.0;D
 A6;2018;Semi-Auto;29000;Petrol;145;47.9;1.8;D
 Q2;2019;Manual;3184;Petrol;145;42.8;1.5;D
 A3;2018;Semi-Auto;15414;Petrol;145;56.5;1.5;D
 A5;2017;Semi-Auto;32065;Diesel;145;65.7;2.0;D
 A6;2017;Semi-Auto;34000;Diesel;145;61.4;2.0;D
 A3;2018;Semi-Auto;22604;Petrol;145;56.5;1.5;D
 Q3;2017;Semi-Auto;15920;Petrol;145;47.9;1.4;D
 Q2;2019;Manual;4040;Diesel;145;49.6;1.6;D
 A3;2018;Manual;10045;Petrol;145;42.2;1.5;D
 A7;2015;Semi-Auto;44230;Diesel;160;52.3;3.0;D
 Q2;2019;Automatic;3422;Diesel;145;47.9;1.6;D
 A4;2018;Manual;10;Petrol;145;52.3;1.4;D
 A3;2019;Semi-Auto;3409;Petrol;145;43.5;1.5;D
 A1;2020;Manual;556;Petrol;145;47.9;1.0;D
 Q3;2015;Semi-Auto;24000;Petrol;200;40.4;2.0;D
 Q2;2019;Manual;3500;Petrol;145;47.1;1.0;D
 Q5;2016;Semi-Auto;37714;Diesel;205;47.1;2.0;D
 A1;2020;Manual;3265;Petrol;145;47.9;1.0;D
 A4;2017;Semi-Auto;24911;Petrol;150;42.8;2.0;D
 A5;2017;Manual;40993;Diesel;150;65.7;2.0;D
 A4;2018;Semi-Auto;18373;Petrol;150;49.6;1.4;D
 A5;2015;Automatic;34500;Diesel;200;44.8;3.0;D
 A1;2019;Semi-Auto;5004;Petrol;150;47.1;1.0;D
 A3;2019;Manual;6000;Petrol;145;44.8;1.5;D
 A5;2017;Semi-Auto;24984;Petrol;150;48.7;2.0;D
 Q2;2018;Semi-Auto;8650;Petrol;145;54.3;1.4;D
 A4;2018;Manual;13894;Petrol;145;50.4;1.4;D
 Q2;2018;Semi-Auto;8600;Petrol;150;54.3;1.4;D
 Q3;2018;Manual;21909;Diesel;150;57.7;2.0;D
 A4;2017;Manual;20990;Petrol;145;48.7;1.4;D
 Q2;2017;Semi-Auto;18200;Petrol;125;52.3;1.4;D
 A5;2015;Semi-Auto;34500;Diesel;200;44.8;3.0;D
 A3;2016;Semi-Auto;29012;Petrol;30;55.4;1.4;D
 Q2;2018;Semi-Auto;13264;Petrol;145;54.3;1.4;D
 Q2;2017;Semi-Auto;31690;Petrol;125;52.3;1.4;D
 A6;2017;Manual;44738;Diesel;145;58.9;2.0;D
 A3;2016;Semi-Auto;60270;Petrol;160;44.1;2.0;D
 Q3;2016;Semi-Auto;29794;Petrol;145;47.9;1.4;D
 A3;2017;Semi-Auto;28000;Diesel;145;56.5;2.0;D
 Q2;2017;Semi-Auto;20630;Diesel;145;57.7;2.0;D
 A3;2019;Semi-Auto;14488;Petrol;145;42.2;1.5;D
 A3;2018;Semi-Auto;11500;Petrol;145;56.5;1.5;D
 A6;2018;Semi-Auto;32978;Petrol;145;47.9;1.8;D
 A1;2020;Semi-Auto;2000;Petrol;145;45.6;1.0;D
 A3;2019;Manual;4000;Diesel;150;51.4;1.6;D
 A3;2017;Automatic;31376;Diesel;125;57.7;2.0;D
 A3;2016;Automatic;40000;Petrol;160;44.1;2.0;D
 Q7;2015;Automatic;74000;Diesel;300;38.2;3.0;D
 A3;2018;Manual;23000;Diesel;150;58.9;2.0;D
 Q2;2019;Manual;600;Diesel;145;49.6;1.6;D
 A6;2017;Automatic;53596;Diesel;150;54.3;2.0;D
 A3;2018;Automatic;18000;Petrol;150;56.5;1.5;D
 Q3;2017;Automatic;27868;Petrol;145;47.9;1.4;D
 A3;2019;Semi-Auto;15147;Petrol;145;42.2;1.5;D
 A4;2019;Semi-Auto;10577;Diesel;145;51.4;2.0;D
 A1;2019;Semi-Auto;11275;Petrol;150;40.9;2.0;D
 A6;2016;Semi-Auto;33931;Diesel;145;55.4;3.0;D
 A1;2019;Semi-Auto;10;Petrol;145;44.8;1.5;D
 Q3;2016;Automatic;22226;Petrol;200;40.4;2.0;D
 A3;2019;Manual;3325;Diesel;145;49.6;1.6;D
 A4;2017;Semi-Auto;51204;Diesel;145;56.5;2.0;D
 Q3;2017;Semi-Auto;22175;Petrol;145;47.9;1.4;D
 Q3;2017;Semi-Auto;26494;Petrol;145;47.9;1.4;D
 A5;2017;Manual;12313;Diesel;30;64.2;2.0;D
 A3;2017;Semi-Auto;9975;Petrol;145;47.9;2.0;D
 A6;2018;Automatic;27304;Diesel;145;64.2;2.0;D
 A6;2016;Semi-Auto;23700;Diesel;30;61.4;3.0;D
 Q2;2019;Manual;9840;Petrol;150;42.8;1.5;D
 Q2;2017;Semi-Auto;14920;Petrol;145;52.3;1.4;D
 Q2;2016;Semi-Auto;29491;Petrol;125;51.4;1.4;D
 A4;2018;Semi-Auto;41200;Diesel;145;65.7;2.0;D
 A3;2018;Manual;25955;Diesel;145;51.4;1.6;D
 A1;2020;Semi-Auto;2420;Petrol;145;44.8;1.5;D
 Q5;2016;Semi-Auto;39443;Diesel;200;47.1;2.0;D
 A4;2016;Semi-Auto;35952;Diesel;145;56.5;2.0;D
 Q3;2017;Semi-Auto;35852;Petrol;150;47.9;1.4;D
 Q2;2019;Manual;2915;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;2085;Diesel;145;49.6;1.6;D
 A3;2019;Manual;2000;Diesel;150;51.4;1.6;D
 Q2;2019;Manual;9388;Diesel;145;49.6;1.6;D
 A3;2020;Manual;5000;Diesel;145;54.3;1.6;D
 Q2;2017;Manual;17486;Petrol;125;50.4;1.4;D
 Q3;2017;Automatic;11000;Petrol;145;42.2;2.0;D
 A4;2016;Semi-Auto;23700;Diesel;30;61.4;2.0;D
 A5;2017;Semi-Auto;22877;Petrol;145;47.9;2.0;D
 A3;2019;Semi-Auto;12914;Petrol;145;42.2;1.5;D
 Q2;2019;Manual;6971;Petrol;145;44.1;1.0;D
 A5;2015;Semi-Auto;28094;Petrol;260;36.7;3.0;D
 A3;2017;Semi-Auto;13344;Petrol;145;56.5;1.5;D
 A6;2017;Semi-Auto;31232;Diesel;150;58.9;2.0;D
 Q2;2019;Manual;1596;Diesel;145;49.6;1.6;D
 Q3;2017;Semi-Auto;9997;Petrol;145;47.9;1.4;D
 A1;2019;Manual;1800;Petrol;145;47.9;1.0;D
 A3;2018;Automatic;3954;Petrol;145;56.5;1.5;D
 Q2;2019;Manual;5000;Petrol;145;47.1;1.0;D
 A3;2017;Manual;20949;Petrol;200;40.4;2.0;D
 A1;2020;Manual;6000;Petrol;150;47.9;1.0;D
 TT;2016;Semi-Auto;46200;Petrol;160;43.5;2.0;D
 A3;2017;Manual;14980;Diesel;30;64.2;2.0;D
 A5;2017;Manual;11587;Diesel;145;67.3;2.0;D
 A4;2015;Automatic;24204;Petrol;260;35.8;3.0;D
 A6;2016;Automatic;29987;Diesel;125;58.9;2.0;D
 Q3;2015;Semi-Auto;24000;Petrol;200;40.4;2.0;D
 A4;2017;Semi-Auto;28870;Diesel;150;53.3;3.0;D
 A5;2016;Semi-Auto;37958;Petrol;260;35.8;3.0;D
 A6;2016;Semi-Auto;28224;Diesel;145;55.4;3.0;D
 A1;2020;Manual;5000;Petrol;145;47.9;1.0;D
 A3;2019;Manual;17125;Petrol;145;47.1;1.0;D
 A3;2019;Manual;4500;Diesel;145;51.4;1.6;D
 A1;2020;Manual;4500;Petrol;145;47.9;1.0;D
 A3;2019;Manual;1853;Petrol;145;48.7;1.0;D
 A3;2019;Manual;5000;Diesel;145;51.4;1.6;D
 A1;2019;Semi-Auto;4000;Petrol;145;40.9;2.0;D
 Q3;2016;Semi-Auto;21500;Diesel;145;54.3;2.0;D
 A1;2019;Semi-Auto;5000;Petrol;145;40.9;2.0;D
 A1;2020;Manual;4500;Petrol;145;47.9;1.0;D
 A1;2020;Manual;4500;Petrol;145;47.9;1.0;D
 A1;2020;Manual;3500;Petrol;145;49.6;1.0;D
 A1;2019;Semi-Auto;9000;Petrol;145;44.8;1.5;D
 A3;2019;Manual;4500;Petrol;145;44.8;1.5;D
 A1;2020;Manual;3999;Petrol;145;47.9;1.0;D
 Q3;2016;Semi-Auto;27425;Petrol;200;40.4;2.0;D
 Q3;2017;Semi-Auto;30418;Petrol;150;47.9;1.4;D
 Q2;2019;Manual;4775;Diesel;145;49.6;1.6;D
 A3;2019;Semi-Auto;3000;Petrol;145;40.9;2.0;D
 TT;2017;Semi-Auto;25144;Petrol;200;42.8;2.0;D
 A5;2018;Manual;24111;Diesel;145;67.3;2.0;D
 Q2;2017;Semi-Auto;22000;Diesel;145;57.7;2.0;D
 A3;2019;Manual;3302;Petrol;145;47.1;1.0;D
 A4;2018;Manual;22500;Petrol;150;48.7;1.4;D
 Q3;2017;Automatic;19000;Petrol;145;47.9;1.4;D
 A4;2017;Automatic;11750;Petrol;145;49.6;1.4;D
 A6;2017;Semi-Auto;44000;Diesel;145;61.4;2.0;D
 Q2;2017;Semi-Auto;19422;Diesel;150;57.7;2.0;D
 Q3;2017;Automatic;25000;Petrol;145;47.9;1.4;D
 Q2;2017;Automatic;23000;Petrol;125;52.3;1.4;D
 A3;2019;Manual;12800;Diesel;145;52.3;1.6;D
 Q3;2018;Automatic;25521;Diesel;145;53.3;2.0;D
 A6;2017;Automatic;20073;Diesel;150;61.4;2.0;D
 A1;2019;Automatic;5210;Petrol;150;47.1;1.0;D
 A3;2019;Manual;3000;Diesel;145;52.3;1.6;D
 A3;2017;Automatic;20200;Petrol;150;55.4;1.4;D
 A1;2019;Automatic;4288;Petrol;145;47.1;1.0;D
 A1;2019;Automatic;4849;Petrol;145;47.1;1.0;D
 A3;2015;Automatic;12084;Petrol;205;39.8;2.0;D
 Q2;2019;Manual;5727;Diesel;145;49.6;1.6;D
 A3;2019;Automatic;21274;Petrol;145;40.4;2.0;D
 Q2;2019;Automatic;1342;Diesel;145;47.9;1.6;D
 Q2;2019;Manual;2933;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;1782;Diesel;150;49.6;1.6;D
 A5;2017;Automatic;32771;Diesel;145;70.6;2.0;D
 Q5;2017;Automatic;40860;Diesel;200;47.1;2.0;D
 A5;2016;Semi-Auto;31901;Petrol;30;53.3;2.0;D
 A3;2019;Automatic;18803;Petrol;145;41.5;1.5;D
 A3;2019;Automatic;9508;Diesel;145;53.3;1.6;D
 A7;2017;Semi-Auto;34132;Diesel;30;62.8;3.0;D
 Q2;2019;Manual;5426;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;5999;Diesel;145;49.6;1.6;D
 A6;2017;Semi-Auto;32000;Diesel;145;61.4;2.0;D
 Q3;2017;Semi-Auto;16781;Petrol;145;47.9;1.4;D
 A3;2018;Manual;2672;Petrol;145;42.2;1.5;D
 Q3;2016;Automatic;10931;Petrol;200;40.4;2.0;D
 Q2;2019;Manual;10472;Petrol;145;44.1;1.0;D
 A3;2019;Manual;3771;Diesel;145;51.4;1.6;D
 TT;2016;Semi-Auto;19411;Petrol;160;43.5;2.0;D
 Q2;2017;Semi-Auto;14935;Petrol;145;52.3;1.4;D
 Q3;2017;Manual;3491;Petrol;145;49.6;1.4;D
 A5;2018;Manual;27427;Diesel;145;67.3;2.0;D
 Q2;2017;Automatic;16250;Diesel;145;57.7;2.0;D
 A1;2019;Manual;5432;Petrol;145;47.9;1.0;D
 Q2;2019;Manual;4868;Diesel;145;49.6;1.6;D
 A3;2019;Semi-Auto;9052;Diesel;145;52.3;1.6;D
 A3;2019;Manual;10;Diesel;145;51.4;1.6;D
 Q2;2019;Manual;723;Diesel;145;49.6;1.6;D
 A3;2019;Manual;4538;Diesel;145;51.4;1.6;D
 A3;2019;Manual;6238;Diesel;145;51.4;1.6;D
 A6;2017;Semi-Auto;34029;Diesel;30;61.4;2.0;D
 Q3;2017;Automatic;26653;Diesel;145;53.3;2.0;D
 A5;2017;Automatic;29666;Diesel;30;65.7;2.0;D
 Q2;2019;Semi-Auto;11113;Diesel;145;47.9;1.6;D
 A6;2015;Semi-Auto;22761;Diesel;145;54.3;3.0;D
 A1;2019;Semi-Auto;8253;Petrol;145;47.1;1.0;D
 Q2;2019;Automatic;2231;Diesel;145;47.9;1.6;D
 Q2;2017;Semi-Auto;13257;Petrol;145;52.3;1.4;D
 Q2;2018;Semi-Auto;29782;Petrol;145;52.3;1.4;D
 Q2;2019;Manual;3885;Diesel;145;49.6;1.6;D
 A3;2017;Semi-Auto;22100;Petrol;145;56.5;1.5;D
 Q5;2016;Semi-Auto;25257;Diesel;200;47.1;2.0;D
 A1;2019;Automatic;3500;Petrol;145;40.9;2.0;D
 Q2;2019;Manual;3653;Diesel;145;49.6;1.6;D
 A3;2019;Automatic;14520;Petrol;145;41.5;1.5;D
 A3;2019;Manual;7188;Diesel;145;51.4;1.6;D
 A1;2019;Automatic;7523;Petrol;150;44.1;1.5;D
 A4;2017;Semi-Auto;19860;Diesel;145;62.8;2.0;D
 Q2;2017;Semi-Auto;20122;Diesel;145;57.7;2.0;D
 A1;2020;Manual;1500;Petrol;145;47.9;1.0;D
 Q2;2019;Manual;4722;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;5800;Diesel;145;47.9;1.6;D
 A4;2018;Semi-Auto;11548;Petrol;145;50.4;2.0;D
 A4;2017;Semi-Auto;31169;Diesel;145;65.7;2.0;D
 A1;2020;Automatic;7;Petrol;145;44.8;1.0;D
 Q2;2019;Manual;2877;Diesel;145;49.6;1.6;D
 A1;2019;Automatic;4569;Petrol;150;40.9;2.0;D
 A3;2019;Automatic;14508;Petrol;145;42.2;1.5;D
 Q5;2016;Semi-Auto;40063;Diesel;200;47.1;2.0;D
 A3;2019;Semi-Auto;14686;Petrol;145;42.2;1.5;D
 A1;2019;Semi-Auto;6295;Petrol;145;40.9;2.0;D
 Q3;2017;Semi-Auto;10091;Petrol;150;47.9;1.4;D
 A3;2019;Manual;4520;Diesel;145;51.4;1.6;D
 A1;2019;Semi-Auto;5844;Petrol;150;40.4;2.0;D
 Q3;2018;Manual;11500;Petrol;145;49.6;1.4;D
 A3;2019;Automatic;5793;Diesel;145;52.3;1.6;D
 A3;2019;Automatic;3690;Petrol;145;44.8;1.5;D
 A3;2019;Manual;7315;Diesel;145;55.4;2.0;D
 A3;2017;Automatic;19250;Petrol;145;56.5;1.5;D
 Q3;2017;Semi-Auto;21871;Petrol;145;47.9;1.4;D
 A4;2018;Semi-Auto;9555;Petrol;145;50.4;1.4;D
 A1;2020;Manual;1000;Petrol;145;44.1;1.0;D
 A1;2020;Semi-Auto;2500;Petrol;150;44.1;1.0;D
 A3;2019;Manual;2800;Diesel;145;51.4;1.6;D
 Q3;2018;Semi-Auto;12115;Petrol;145;47.9;1.4;D
 A3;2019;Manual;4000;Petrol;145;47.1;1.0;D
 A3;2020;Manual;6552;Petrol;150;47.9;1.0;D
 A3;2020;Manual;4541;Diesel;150;51.4;1.6;D
 A6;2017;Automatic;29888;Diesel;145;61.4;2.0;D
 A6;2017;Automatic;37973;Diesel;145;61.4;2.0;D
 A5;2017;Semi-Auto;15900;Diesel;145;67.3;2.0;D
 A1;2019;Semi-Auto;6191;Petrol;150;40.9;2.0;D
 A1;2019;Semi-Auto;4977;Petrol;150;40.9;2.0;D
 A5;2017;Semi-Auto;11070;Diesel;145;67.3;2.0;D
 Q3;2017;Semi-Auto;13750;Petrol;145;47.9;1.4;D
 Q2;2019;Manual;1998;Diesel;145;49.6;1.6;D
 A3;2016;Semi-Auto;32272;Petrol;200;40.4;2.0;D
 A3;2019;Manual;6350;Diesel;145;54.3;2.0;D
 A7;2015;Semi-Auto;34995;Diesel;165;52.3;3.0;D
 A1;2019;Manual;1565;Petrol;145;47.9;1.0;D
 A3;2019;Automatic;15961;Petrol;145;41.5;1.5;D
 Q2;2019;Manual;3505;Petrol;145;47.1;1.0;D
 A3;2019;Semi-Auto;6874;Petrol;145;42.2;1.5;D
 A3;2016;Semi-Auto;44601;Petrol;200;40.9;2.0;D
 A3;2018;Semi-Auto;10500;Petrol;145;56.5;1.5;D
 Q2;2017;Semi-Auto;16150;Petrol;145;52.3;1.4;D
 A5;2017;Semi-Auto;18311;Petrol;145;53.3;2.0;D
 A6;2015;Automatic;37200;Diesel;235;44.8;3.0;D
 A1;2019;Semi-Auto;6000;Petrol;145;40.9;2.0;D
 Q3;2018;Manual;22900;Petrol;145;49.6;1.4;D
 A1;2019;Semi-Auto;11310;Petrol;150;47.1;1.0;D
 A3;2019;Automatic;15116;Petrol;145;42.2;1.5;D
 A3;2019;Semi-Auto;12152;Petrol;150;42.2;1.5;D
 A1;2019;Manual;5014;Petrol;145;50.4;1.0;D
 Q3;2017;Semi-Auto;19921;Petrol;145;42.2;2.0;D
 A3;2019;Semi-Auto;14090;Petrol;145;42.2;1.5;D
 A3;2019;Semi-Auto;14583;Petrol;145;42.2;1.5;D
 A3;2018;Semi-Auto;12171;Petrol;145;56.5;1.5;D
 A3;2018;Manual;14500;Petrol;145;46.3;1.0;D
 A5;2016;Automatic;40001;Diesel;160;50.4;2.0;D
 Q5;2016;Automatic;37870;Diesel;205;47.1;2.0;D
 A5;2016;Automatic;11998;Diesel;160;51.4;2.0;D
 A5;2017;Automatic;43708;Diesel;150;62.8;2.0;D
 A3;2018;Automatic;27928;Petrol;145;56.5;1.5;D
 Q3;2018;Manual;6359;Petrol;145;51.4;1.4;D
 A1;2019;Automatic;19900;Petrol;150;40.9;2.0;D
 Q3;2017;Automatic;18438;Petrol;150;47.9;1.4;D
 TT;2018;Manual;6000;Petrol;150;47.1;1.8;D
 A3;2019;Manual;4552;Diesel;145;51.4;1.6;D
 Q2;2018;Manual;27198;Petrol;145;50.4;1.4;D
 A3;2018;Manual;8545;Diesel;145;53.3;1.6;D
 Q2;2017;Manual;11125;Petrol;125;50.4;1.4;D
 Q2;2019;Manual;5000;Diesel;145;49.6;1.6;D
 A1;2020;Semi-Auto;1500;Petrol;145;44.8;1.0;D
 Q5;2016;Semi-Auto;34821;Diesel;200;47.1;2.0;D
 A3;2017;Semi-Auto;9031;Petrol;145;47.9;2.0;D
 A1;2019;Semi-Auto;3846;Petrol;145;44.8;1.5;D
 Q3;2015;Semi-Auto;29838;Petrol;200;40.4;2.0;D
 Q3;2017;Semi-Auto;18804;Petrol;145;47.9;1.4;D
 A3;2017;Semi-Auto;16583;Petrol;145;48.7;2.0;D
 A1;2019;Semi-Auto;9021;Petrol;150;40.9;2.0;D
 A1;2019;Semi-Auto;6501;Petrol;150;40.9;2.0;D
 A3;2019;Semi-Auto;2152;Diesel;145;52.3;1.6;D
 Q5;2016;Semi-Auto;20547;Diesel;200;47.1;2.0;D
 A5;2017;Semi-Auto;19608;Diesel;145;62.8;2.0;D
 A5;2016;Semi-Auto;34051;Diesel;200;44.8;3.0;D
 A6;2018;Semi-Auto;32383;Diesel;145;61.4;2.0;D
 A4;2018;Semi-Auto;16473;Petrol;145;49.6;1.4;D
 Q5;2014;Semi-Auto;66188;Diesel;265;41.5;3.0;D
 A3;2018;Semi-Auto;10827;Petrol;145;56.5;1.5;D
 Q2;2019;Manual;2721;Diesel;145;49.6;1.6;D
 A3;2018;Manual;4012;Petrol;150;42.2;1.5;D
 Q3;2017;Semi-Auto;25155;Petrol;145;47.9;1.4;D
 Q5;2015;Semi-Auto;66959;Diesel;265;41.5;3.0;D
 Q3;2018;Manual;20000;Petrol;150;49.6;1.4;D
 TT;2016;Semi-Auto;24750;Petrol;200;40.9;2.0;D
 Q2;2019;Manual;4050;Diesel;145;49.6;1.6;D
 Q5;2015;Semi-Auto;45600;Diesel;200;47.1;2.0;D
 A3;2019;Manual;9000;Diesel;145;51.4;1.6;D
 Q2;2019;Automatic;5999;Diesel;145;47.9;1.6;D
 A1;2019;Semi-Auto;100;Petrol;145;44.8;1.5;D
 A7;2017;Semi-Auto;56460;Diesel;160;52.3;3.0;D
 A4;2017;Semi-Auto;31834;Diesel;30;65.7;2.0;D
 A1;2019;Semi-Auto;5041;Petrol;145;44.8;1.5;D
 A1;2019;Semi-Auto;1843;Petrol;145;40.9;2.0;D
 Q2;2019;Manual;2000;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;1000;Diesel;145;47.9;1.6;D
 Q3;2017;Semi-Auto;10239;Diesel;165;50.4;2.0;D
 Q2;2019;Manual;1000;Diesel;145;49.6;1.6;D
 A3;2019;Manual;5000;Diesel;145;51.4;1.6;D
 A1;2019;Semi-Auto;6000;Petrol;145;40.9;2.0;D
 A3;2019;Semi-Auto;14216;Petrol;145;42.2;1.5;D
 Q2;2019;Manual;3000;Diesel;145;49.6;1.6;D
 A1;2019;Semi-Auto;11750;Petrol;150;40.9;2.0;D
 Q5;2016;Automatic;26500;Diesel;200;47.1;2.0;D
 Q5;2014;Automatic;57924;Diesel;260;41.5;3.0;D
 Q3;2017;Manual;29854;Diesel;145;50.4;2.0;D
 Q3;2017;Automatic;25986;Diesel;165;51.4;2.0;D
 A3;2019;Automatic;11844;Petrol;145;42.2;1.5;D
 A3;2019;Automatic;3500;Diesel;145;52.3;1.6;D
 A1;2019;Automatic;3215;Petrol;150;44.8;1.5;D
 TT;2017;Automatic;22994;Petrol;165;43.5;2.0;D
 Q2;2019;Manual;12;Diesel;145;49.6;1.6;D
 Q2;2019;Semi-Auto;7212;Diesel;145;47.9;1.6;D
 A1;2019;Semi-Auto;7439;Petrol;145;40.9;2.0;D
 Q5;2016;Semi-Auto;44929;Diesel;200;47.1;2.0;D
 Q5;2014;Semi-Auto;12318;Diesel;200;47.1;2.0;D
 Q3;2017;Semi-Auto;46066;Petrol;145;40.4;2.0;D
 A3;2019;Automatic;14670;Petrol;145;42.2;1.5;D
 A6;2017;Semi-Auto;28710;Diesel;145;56.5;2.0;D
 A5;2017;Automatic;31777;Diesel;30;65.7;2.0;D
 A3;2020;Manual;1222;Diesel;145;56.5;2.0;D
 Q2;2019;Manual;4157;Diesel;145;49.6;1.6;D
 A5;2018;Manual;23171;Diesel;145;67.3;2.0;D
 A3;2017;Semi-Auto;28498;Petrol;145;48.7;2.0;D
 A1;2019;Manual;4467;Petrol;150;46.3;1.5;D
 Q2;2019;Manual;8000;Diesel;145;49.6;1.6;D
 Q2;2017;Semi-Auto;8865;Petrol;145;54.3;1.4;D
 A3;2019;Automatic;10995;Petrol;145;42.2;1.5;D
 Q2;2017;Semi-Auto;9866;Petrol;125;52.3;1.4;D
 A3;2019;Manual;10065;Petrol;145;47.1;1.0;D
 A6;2017;Semi-Auto;20000;Diesel;150;56.5;2.0;D
 A1;2019;Semi-Auto;8534;Petrol;145;40.9;2.0;D
 A3;2019;Semi-Auto;7836;Petrol;145;42.2;1.5;D
 A3;2019;Semi-Auto;8852;Petrol;150;42.2;1.5;D
 Q2;2019;Manual;5998;Diesel;145;47.9;1.6;D
 A3;2019;Manual;2259;Diesel;145;51.4;1.6;D
 A6;2015;Semi-Auto;41109;Diesel;200;45.6;3.0;D
 A6;2017;Automatic;34026;Diesel;145;58.9;2.0;D
 A4;2019;Manual;8022;Petrol;145;39.2;2.0;D
 A3;2019;Manual;7385;Diesel;145;51.4;1.6;D
 Q5;2017;Semi-Auto;52073;Diesel;150;56.5;2.0;D
 A1;2019;Semi-Auto;2942;Petrol;145;47.1;1.0;D
 Q2;2019;Manual;1490;Diesel;145;49.6;1.6;D
 A3;2019;Automatic;14757;Petrol;145;42.2;1.5;D
 Q2;2018;Semi-Auto;21177;Petrol;145;52.3;1.4;D
 A1;2020;Semi-Auto;3000;Petrol;145;44.8;1.0;D
 A1;2019;Semi-Auto;5000;Petrol;145;40.9;2.0;D
 A5;2017;Automatic;20175;Diesel;145;60.1;3.0;D
 Q5;2017;Semi-Auto;83165;Diesel;150;55.4;2.0;D
 A3;2019;Semi-Auto;15813;Petrol;145;42.2;1.5;D
 A1;2019;Semi-Auto;5024;Petrol;145;47.1;1.0;D
 A3;2019;Manual;4909;Diesel;145;51.4;1.6;D
